geo,name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
hrv,Croatia,389098,410227,412724,409664,405046,400719,387530,381098,378544,376629,372670,367292,362676,357785,352437,346371,342246,334896,325964,318234,313880,310509,312245,317411,322711,325997,332495,332949,329438,325668,324122,319935,319748,322064,323803,322859,322651,318814,311864,303054,293129,282242,270766,259516,249916,243066,236464,236280,239894,242928,242499,245526,238347,224999,212590,206135,195704,196817,205644,214685,218740,226132,225093,217871,209514,203518,195327,190560,188522,186911,184151,180964,177599,173943,170479,167478,164986,162626,160446,158410,156542,155206,153735,152228,150785,149493,148439,147404,146416,145507,144706,144038,143506,143041,142536,141908,141450,140693,139691,138523,137241,135852,134326,132703,131024,129318,127504,125875,124376,122926,121470,120240,119014,117794,116618,115519,114730,113932,113132,112349,111609,111107,110569,110006,109431,108846,108413,107939,107414,106818,106142,105585,104933,104186,103345,102405,101561,100646,99662,98624,97539,96567,95621,94694,93764,92792,92056,91316,90552,89772,89037
hti,Haiti,477402,490938,511379,531269,548848,565445,592967,607576,614933,621133,631220,641439,653975,668466,682391,694530,710166,719666,724825,728504,733201,740134,744776,749549,757569,771619,790073,814256,843494,876590,913019,959038,1002365,1042045,1076110,1103833,1134792,1146895,1146402,1142699,1142943,1134721,1137801,1149059,1161815,1171454,1185577,1194091,1198281,1201779,1207519,1217044,1223900,1229431,1234499,1240129,1246633,1251756,1255954,1259597,1263146,1267533,1270169,1271409,1271699,1271638,1272889,1271773,1269115,1265891,1262943,1260683,1257430,1253472,1249071,1244750,1242768,1238628,1233097,1227196,1221958,1219028,1214545,1209175,1203633,1198698,1195891,1191787,1186867,1181622,1176617,1173660,1169185,1163699,1157774,1152026,1147958,1142717,1136632,1130013,1123219,1118004,1111456,1103951,1095948,1087915,1081329,1073877,1065845,1057570,1049408,1042888,1035756,1028198,1020414,1012681,1006758,999865,992287,984358,976449,969935,962501,954492,946341,938445,931587,924578,917476,910275,903068,897223,890587,883395,875994,868729,862557,855839,848775,841569,834451,828295,821739,814929,808008,801147,795319,789018,782361,775547,768877
hun,Hungary,824762,864726,915922,946237,952297,943261,961878,942388,903316,859003,817178,751384,702883,670185,648506,634430,621502,633365,660296,689466,712244,758323,773877,770115,766694,777820,784249,812225,851104,877929,876904,878074,833913,760850,689766,641734,567961,550868,572543,600858,614478,652594,658657,640710,616262,597564,576426,552844,530462,510414,494033,471118,463846,466889,472756,476116,488626,492919,490932,486550,482514,478152,469730,459819,451490,446887,437730,439629,448379,457138,461142,469876,468639,460451,451237,445028,435508,431262,430857,430767,428585,426847,423533,418899,414227,410318,406517,403504,401195,399165,397133,395455,393952,392558,391278,390094,389144,388182,387240,386320,385366,384347,383474,382635,381696,380531,379399,378259,377022,375627,374000,372376,370738,369063,367310,365391,363391,361542,359780,358030,356191,354363,352772,351349,349983,348547,347356,346343,345378,344361,343242,342445,341667,340875,340024,339039,338174,337368,336578,335704,334594,333612,332684,331693,330537,329159,327998,326895,325814,324711,323488
idn,Indonesia,9960842,10253555,10626420,11019521,11458439,11982429,12695059,13304365,13850368,14366569,14891381,15483113,15951208,16345805,16724979,17137179,17522748,17946639,18393882,18828318,19229579,19678203,20018231,20280116,20516471,20771419,21044829,21288828,21517110,21738380,21964676,22220652,22449103,22640989,22772589,22831490,22908756,22821335,22626468,22414803,22253198,22041232,21956356,21957330,21956009,21888504,21900255,21781485,21572127,21376853,21305368,21469844,21637210,21838019,22054871,22258096,22392084,22542464,22715648,22932632,23172918,23191175,23489260,23913401,24263549,24427762,24793538,24718125,24350302,23939761,23658296,23216123,23048670,23079199,23138273,23109641,23156508,23104667,22972345,22829059,22723077,22662286,22593889,22526719,22454742,22377259,22319509,22253240,22178426,22095612,22005651,21934166,21847426,21747733,21638124,21521389,21417436,21302274,21178424,21048923,20916532,20796152,20673902,20549829,20423532,20295415,20185457,20069317,19948900,19827314,19707524,19605224,19499713,19391869,19281938,19170828,19075355,18972238,18863841,18753490,18643937,18545514,18446300,18345671,18242049,18134828,18040761,17938906,17830875,17719037,17605105,17503302,17398166,17289438,17176710,17060405,16958764,16852063,16741585,16629376,16516992,16419935,16323109,16225978,16127392,16026313,15944845,15858252,15766208,15670026,15572522
ind,India,54170080,56882953,60054018,62885277,65161983,67081012,69933076,71298283,71861709,72331947,73249986,73774604,74964510,76671978,78461203,80055733,81969227,83287841,84224553,85199003,86557862,88198828,89822389,91495332,93191371,94951788,97157259,98888797,100368684,101936405,103883106,106207998,108639336,111117107,113444630,115532628,118097125,119687032,120586667,121226737,121958629,122589057,123144679,123695199,124239697,124807200,125497752,126145646,126746483,127300714,127837335,128757906,129242546,129416904,129463623,129542985,129784914,129853438,129712505,129195427,128212295,127204885,125317873,122932767,120676724,118983308,116899966,116172498,116379348,116781822,116879507,117805565,117852398,117268367,116574318,116147666,115811007,115531363,115319736,115047436,114636778,114184655,113654762,113024034,112284614,111425159,110553350,109537896,108416636,107249428,106078183,104884058,103778159,102743405,101749544,100778741,99950342,99153823,98386258,97655206,96971079,96484211,95961082,95412756,94846750,94273956,93817296,93271328,92662496,92022802,91375069,90739868,90117232,89490986,88827795,88104109,87411491,86654472,85849477,85029414,84216030,83417158,82663665,81945989,81246969,80555979,79940578,79340901,78751996,78170011,77593698,77103174,76577754,76034318,75498243,74988058,74514613,74075438,73655941,73227613,72771231,72360777,71898660,71395944,70874723,70353507,69828711,69320654,68829048,68332665,67799181
irl,Ireland,309891,312793,309780,305898,301956,297793,290350,286192,284191,283666,284262,285016,287393,290575,293681,296249,300786,301113,299466,299313,303108,304922,312868,324712,336445,345403,357575,362565,362118,359709,357800,354933,353703,352904,349710,342345,335402,323059,307356,292003,279629,264721,255681,251326,249308,248134,249968,251501,253229,256284,261493,268427,274836,281374,288986,298603,310844,323927,336663,346840,353000,362713,365592,363531,359434,355302,345363,336700,328989,321521,313653,303492,297097,293101,289727,285730,284452,281174,276752,272884,270780,269516,270008,271956,274468,276963,280592,283794,286620,289305,291977,294727,297212,299361,300944,301755,301893,301514,300567,299014,296755,293601,290465,287263,283936,280386,276504,273282,270531,268039,265618,263808,262352,261197,260347,259799,260025,260555,261327,262221,263129,264521,265857,267091,268146,268932,269667,270291,270735,270889,270609,270023,269465,268784,267843,266512,265061,263736,262414,260978,259292,257784,256450,255218,254014,252725,251844,251283,250962,250781,250648
irn,Iran,2534400,2754828,2982665,3180989,3340953,3477262,3660653,3760879,3815622,3862513,3929289,3966428,4044100,4152732,4267050,4370414,4492719,4587968,4664995,4741276,4831648,4940593,5043851,5155425,5291615,5467129,5664676,5895327,6163702,6482636,6866621,7313877,7789234,8271387,8713919,9074765,9428097,9613756,9639154,9528602,9317777,9076976,8697797,8237881,7767640,7332956,6784097,6411533,6173345,6000947,5845030,5785536,5735793,5695076,5681336,5711687,5860486,5965906,6050683,6138799,6252601,6383671,6511379,6644137,6788761,6946625,7076748,7253624,7441550,7582802,7637559,7691867,7593314,7389531,7163434,6971132,6682815,6519991,6445950,6390654,6305471,6259577,6183193,6084850,5995756,5938252,5918223,5907558,5909098,5918135,5933502,5973675,6006973,6035797,6063771,6093558,6130643,6162849,6189620,6208830,6218855,6226811,6223855,6210033,6185397,6149602,6107019,6056463,5998859,5935756,5868035,5796959,5730187,5666765,5605661,5546199,5496748,5452479,5412663,5377128,5346279,5331959,5317394,5303632,5292060,5284000,5286463,5287057,5286403,5284439,5280989,5280488,5276161,5267926,5255334,5237782,5219678,5197662,5171195,5140117,5104430,5069754,5033921,4996329,4956113,4912418,4875361,4836709,4796431,4755717,4716534
irq,Iraq,816850,892586,1013567,1113999,1173816,1199986,1277889,1274882,1232055,1191587,1183418,1145182,1176057,1259728,1360377,1453512,1573357,1674847,1759196,1834890,1908891,1993902,2048614,2085089,2118308,2159887,2188624,2241349,2309825,2378219,2435094,2507000,2561147,2601852,2639463,2681528,2730967,2786196,2847614,2913393,2983992,3055473,3121054,3185523,3256969,3341231,3425238,3522975,3629311,3734178,3830633,3944135,4038926,4115937,4177419,4225314,4276069,4313678,4353669,4421927,4539637,4634290,4787694,4972387,5138911,5249770,5388731,5429221,5404397,5373938,5380423,5349716,5404836,5519041,5640890,5733857,5856433,5932696,5973828,6008133,6055814,6104403,6160127,6222806,6284861,6341499,6398024,6453152,6505572,6555277,6602047,6652867,6697800,6737895,6774723,6809529,6846423,6881105,6913638,6943699,6971140,7001863,7029840,7055222,7078442,7099917,7125617,7148829,7169432,7187055,7201577,7220186,7233634,7242832,7249063,7253309,7259554,7263987,7266615,7267254,7265841,7267671,7267755,7265646,7260676,7252469,7248349,7238876,7225118,7208745,7190983,7175087,7158636,7141137,7121387,7098612,7079343,7056460,7030728,7003638,6976244,6951876,6928111,6904465,6879942,6853708,6832724,6809011,6782608,6754550,6726421
isl,Iceland,18045,18448,18731,19112,19649,20290,20683,21298,21980,22588,23033,23518,23733,23712,23533,23266,22904,22440,21944,21521,21241,20890,20898,21137,21383,21469,21722,21643,21336,21020,20885,20780,20827,21000,21190,21306,21445,21467,21414,21399,21493,21618,21935,22335,22637,22728,22947,22680,22130,21583,21187,20295,19987,20107,20423,20809,21431,22099,22736,23251,23542,23992,23959,23579,23061,22591,21925,21402,21016,20712,20439,20069,19956,19998,20057,20046,20236,20180,19965,19729,19577,19390,19311,19312,19330,19310,19304,19297,19275,19244,19213,19197,19172,19132,19077,18999,18920,18830,18724,18614,18486,18347,18226,18114,18007,17888,17781,17682,17590,17505,17420,17360,17307,17265,17220,17167,17140,17111,17074,17036,16988,16952,16925,16898,16864,16817,16783,16751,16716,16671,16608,16555,16498,16431,16357,16274,16194,16132,16079,16027,15958,15911,15868,15820,15768,15703,15666,15635,15603,15564,15513
isr,Israel,175870,198926,217477,231996,241641,246915,252489,254538,255021,256104,259022,258679,265410,276524,287522,294950,305798,311849,315064,320004,330232,342293,359971,381118,401137,416707,436219,447154,451421,452590,453212,450725,449757,450205,451292,452517,451513,453917,459304,467177,477240,488054,496554,503700,511571,522028,537256,555350,574968,592948,607063,624496,635067,641431,648310,658993,664863,677991,695983,714807,731624,754321,774788,792776,808352,821522,835052,842501,845588,846797,847828,844187,844054,846422,849315,851235,853137,856060,859592,863794,868688,875999,883214,890487,897994,905916,915564,924816,933808,942668,951485,960716,969925,978871,987079,994120,1001033,1006691,1011146,1014545,1016909,1018438,1019719,1020580,1020790,1020147,1019259,1018520,1017793,1016976,1015942,1015665,1015797,1016151,1016518,1016743,1018310,1019702,1020979,1022281,1023642,1026029,1028724,1031445,1033736,1035228,1037663,1039159,1039769,1039680,1038962,1038367,1037771,1036933,1035465,1033014,1030976,1028605,1025805,1022611,1018980,1016030,1013442,1011007,1008408,1005305,1003576,1001809,999843,997681,995436
ita,Italy,4391298,4450534,4330664,4199389,4103956,4048682,3899408,3884138,3947340,4037753,4121460,4246528,4355838,4443625,4515886,4573444,4638796,4644916,4610603,4563206,4524407,4449852,4411597,4392713,4358625,4283669,4204006,4069927,3897674,3721712,3567821,3403762,3280012,3188800,3111699,3037253,2993788,2945644,2895499,2851144,2818719,2811033,2795436,2775537,2752188,2726478,2702753,2671354,2639322,2618801,2620326,2617987,2643905,2690200,2740318,2778818,2817656,2841939,2850883,2848228,2838436,2833102,2804511,2758101,2700710,2638654,2572217,2505949,2442494,2382545,2324694,2258310,2212123,2179869,2154246,2130074,2119390,2108466,2097840,2090038,2086943,2093174,2098487,2103902,2109523,2115155,2120999,2127573,2133862,2138397,2139648,2137974,2136753,2134468,2129067,2118413,2105650,2090635,2072797,2052056,2028126,2002645,1977922,1953557,1929151,1904089,1879752,1859347,1841814,1825834,1810179,1799115,1790018,1782359,1775846,1770119,1768802,1768812,1769597,1770236,1769780,1771997,1773870,1774763,1774032,1771000,1768585,1765902,1762203,1756595,1748138,1739574,1731160,1722186,1711851,1699201,1687219,1676228,1665462,1654130,1641350,1630927,1622063,1613935,1605658,1596298,1590648,1586103,1581991,1577823,1573289
jam,Jamaica,188700,194294,200610,207821,215935,224637,236056,247678,259077,269947,280008,287252,294675,301671,307580,312009,315545,317243,317612,317193,316230,312030,308118,304254,300294,296345,291907,288109,285442,284577,285494,285276,289242,295272,300298,302465,309135,308451,302856,296632,293181,288802,287476,288642,290425,291521,293407,294180,293674,291932,288993,285763,279884,272399,264671,257475,247285,240362,235851,232719,230553,231488,232702,234040,235246,236124,239004,238695,236267,233254,230823,227302,224970,223453,221843,219527,217292,214465,211128,207682,204422,201563,198635,195707,192788,189950,187744,185293,182702,180129,177736,175961,174000,171938,169891,167979,166616,165055,163354,161566,159786,158464,156764,154798,152702,150620,148810,146772,144581,142324,140106,138190,136146,134019,131859,129749,128091,126206,124180,122121,120161,118662,116969,115152,113311,111560,110245,108736,107109,105438,103819,102595,101125,99492,97793,96144,94822,93297,91634,89908,88214,86839,85261,83545,81780,80064,78708,77183,75556,73906,72335
jor,Jordan,89596,98165,102968,106954,111693,118001,125862,136085,147777,159711,170677,184540,196282,207525,221291,240513,261529,282730,303629,322695,338665,360078,378622,393807,405246,413612,427391,432325,432381,433438,440144,444440,456286,473632,492354,510196,532391,548189,561658,578139,599474,606212,625986,652076,675023,688697,716042,732034,739593,744351,750522,756499,762550,771114,786206,813098,843912,877362,915169,957497,1003583,1048198,1090331,1126706,1150515,1154881,1153163,1139744,1115997,1087477,1058122,1025436,1011661,1009837,1010017,1006706,1018077,1013292,998723,984852,979061,969344,965916,967984,971365,973222,973907,973015,970408,966782,962349,957189,950710,943101,934549,925260,915620,905915,896222,886679,877388,868880,861283,854451,848228,842569,839026,835507,832023,828608,825345,823820,821277,817998,814289,810386,806786,802726,798276,793443,788212,782924,777607,772141,766361,760152,754336,748168,741716,735130,728511,722489,716564,710746,705040,699474,694905,690506,686249,682118,678117,675317,672342,669188,665885,662476,659924,656830,653152,648834,643830
jpn,Japan,11205457,11208713,10836472,10395298,9963412,9544651,8872287,8473004,8249494,8109975,7983673,7943299,7951368,7987669,8059364,8173881,8433127,8587611,8689458,8814402,9018002,9219843,9525030,9866425,10111909,10172954,10251498,9993448,9512198,9007995,8617276,8020779,7761272,7732468,7736846,7637956,7654120,7512269,7253572,6984717,6780648,6594907,6439509,6321462,6224017,6138247,6061457,6022320,6004680,5987269,5955184,5954425,5900960,5814707,5729838,5669454,5590246,5558256,5558644,5563579,5554144,5564489,5554705,5523030,5469968,5395316,5318454,5197639,5051070,4905530,4778481,4618419,4526127,4480660,4447502,4402630,4392382,4361317,4315369,4271559,4241623,4229643,4220977,4216369,4211733,4204607,4203793,4200505,4194489,4186301,4175681,4164260,4154727,4145170,4131964,4111341,4091334,4067280,4037914,4002972,3962237,3922429,3881494,3838943,3794595,3748150,3705274,3667076,3632247,3599012,3565599,3542447,3522162,3503531,3485765,3468216,3461226,3454660,3448705,3442395,3433652,3432477,3430992,3426994,3419105,3407002,3399810,3391419,3381098,3367534,3348998,3332976,3316092,3297253,3275485,3249724,3227492,3205991,3183942,3160216,3133811,3112989,3093340,3074197,3054668,3033483,3019499,3007213,2995499,2983364,2970308
kaz,Kazakhstan,740844,847695,899338,947245,1008077,1092189,1169807,1257746,1348598,1434711,1510699,1583892,1651960,1707348,1740890,1745120,1741477,1703516,1643945,1586948,1549988,1497447,1502493,1546217,1594918,1624597,1684623,1704224,1695831,1685423,1691688,1692721,1710432,1741252,1774796,1803948,1839900,1871553,1891088,1888407,1857596,1838715,1770122,1667032,1553825,1450051,1327987,1234860,1170617,1129484,1106403,1077125,1084174,1119165,1171533,1230225,1301703,1373651,1443424,1513831,1591999,1696540,1781385,1852433,1911004,1954031,1965759,1969446,1963835,1947716,1920184,1867630,1821959,1780974,1743152,1706565,1667624,1641850,1625984,1616791,1612383,1624686,1634848,1644603,1657009,1674761,1703340,1728830,1752340,1774066,1794421,1815554,1832005,1844300,1852734,1857329,1856412,1853479,1848321,1840557,1829647,1814042,1799003,1784076,1769009,1753535,1737872,1724030,1711743,1700911,1691510,1685734,1681013,1677245,1674392,1672616,1674894,1676106,1676653,1676937,1677281,1679061,1679731,1679365,1677846,1675058,1671713,1667134,1661378,1654580,1646752,1637669,1628784,1619834,1610364,1599928,1589730,1579317,1568683,1558083,1547692,1539007,1531197,1524011,1517088,1510169,1506485,1502283,1497565,1492749,1488545
